244

529	0	3840	48	512	32
564	2	3824	80	32	32
527	0	4064	80	64	32
525	0	4064	112	64	32
609	17	3987	142	16	32
523	0	4064	144	64	32
610	17	3751	173	16	32
516	0	3616	176	64	32
548	4	3952	208	32	32
518	0	4010	176	172	32
512	0	3616	208	64	32
514	0	4064	208	64	32
500	0	3744	240	320	32
510	0	4064	240	64	32
496	0	3616	272	64	32
561	2	3760	272	32	32
498	0	4064	272	64	32
577	11	3856	288	32	64
493	0	3600	304	32	32
494	0	4064	304	64	32
490	0	3600	336	32	32
491	0	4064	336	64	32
574	10	3675	350	32	32
611	17	3865	351	16	32
487	0	3600	368	32	32
559	23	3856	368	32	32
488	0	4064	368	64	32
475	0	1568	432	64	32
477	0	3056	432	96	32
480	0	3360	432	64	32
482	0	3568	432	96	32
558	22	3856	432	32	32
485	0	4064	432	64	32
463	0	1568	464	64	32
465	0	3056	464	96	32
468	0	3360	464	64	32
470	0	3568	464	96	32
473	0	4064	464	64	32
447	0	1568	496	64	32
449	0	3056	496	96	32
452	0	3360	496	64	32
454	0	3568	496	96	32
457	0	3776	496	128	32
461	0	4064	496	64	32
433	0	1568	528	64	32
435	0	3056	528	96	32
438	0	3360	528	64	32
440	0	3568	528	96	32
443	0	3808	528	64	32
445	0	4064	528	64	32
576	11	3753	544	32	64
414	0	1568	560	64	32
416	0	3056	560	96	32
419	0	3232	560	64	32
421	0	3360	560	64	32
423	0	3568	560	96	32
426	0	3680	560	64	32
428	0	3808	560	64	32
569	4	4016	592	32	32
430	0	4042	560	108	32
400	0	1568	592	64	32
402	0	3056	592	96	32
405	0	3360	592	64	32
407	0	3568	592	96	32
410	0	3808	592	64	32
412	0	4064	592	64	32
334	0	1824	624	576	32
352	0	2656	624	960	32
382	0	3328	624	128	32
386	0	3552	624	192	32
392	0	3872	624	192	32
398	0	4064	624	64	32
580	19	3180	632	64	16
330	0	1568	656	64	32
332	0	4064	656	64	32
591	11	1968	672	32	64
578	11	3360	672	32	64
322	0	1600	688	128	32
628	17	1823	688	16	32
626	17	2076	688	16	32
326	0	2144	688	64	32
608	12	2319	688	32	32
607	12	2418	688	32	32
579	20	3084	688	22	96
328	0	4064	688	64	32
605	12	2607	704	32	32
318	0	1568	720	64	32
570	2	1648	720	32	32
320	0	4064	720	64	32
606	12	2737	721	32	32
575	10	3679	738	32	32
629	17	1690	739	16	32
620	17	2847	740	16	32
619	17	2973	741	16	32
622	17	2591	742	16	32
627	17	1953	743	16	32
621	17	2719	743	16	32
615	17	3608	743	16	32
625	17	2213	744	16	32
624	17	2334	744	16	32
623	17	2463	745	16	32
616	17	3484	745	16	32
614	17	3737	745	16	32
613	17	3870	746	16	32
618	17	3225	747	16	32
612	17	3996	747	16	32
617	17	3357	748	16	32
313	0	1568	752	64	32
554	23	1680	752	32	32
315	0	3088	752	32	32
316	0	4064	752	64	32
289	0	32	816	64	32
291	0	1280	816	640	32
553	22	1680	816	32	32
311	0	3040	816	64	32
272	0	32	848	64	32
274	0	992	848	64	32
276	0	1472	848	256	32
552	4	1744	880	32	32
284	0	1754	848	76	32
286	0	1888	848	64	32
287	0	3040	848	64	32
604	12	2095	861	32	32
603	12	2159	862	32	32
202	0	512	880	1024	32
234	0	1472	880	256	32
242	0	2048	880	128	32
246	0	2240	880	128	32
250	0	2720	880	704	32
188	0	32	912	64	32
190	0	288	912	64	32
592	14	686	912	28	28
192	0	1472	912	256	32
200	0	3040	912	64	32
588	11	2512	928	32	64
599	12	2000	931	32	32
600	12	2065	933	32	32
633	17	2847	939	16	32
640	17	1697	940	16	32
646	17	662	941	16	32
645	17	790	941	16	32
642	17	1174	941	16	32
644	17	920	943	16	32
643	17	1046	943	16	32
641	17	1302	943	16	32
601	12	2255	943	32	32
635	17	2458	943	16	32
174	0	32	944	64	32
568	2	336	944	32	32
647	17	535	944	16	32
176	0	1536	944	256	32
602	12	2291	944	32	32
184	0	2720	944	64	32
186	0	3040	944	64	32
638	17	1947	945	16	32
636	17	2205	949	16	32
648	17	415	957	16	32
649	17	278	964	16	32
168	0	32	976	64	32
567	4	400	1008	32	32
170	0	410	976	76	32
172	0	3040	976	64	32
650	17	151	1005	16	32
136	0	32	1008	64	32
138	0	480	1008	64	32
140	0	1856	1008	384	32
152	0	2272	1008	64	32
154	0	2592	1008	192	32
160	0	2944	1008	256	32
586	19	2109	1016	64	16
587	19	2420	1016	64	16
581	18	733	1029	64	28
583	18	989	1029	64	28
582	18	861	1030	64	28
132	0	32	1040	64	32
134	0	3040	1040	64	32
585	13	496	1056	32	64
590	11	2960	1056	32	64
589	11	2608	1058	32	64
573	10	272	1071	32	32
92	0	32	1072	64	32
94	0	1056	1072	1088	32
128	0	2784	1072	64	32
130	0	3040	1072	64	32
85	0	32	1104	64	32
551	2	1328	1104	32	32
86	0	1536	1104	128	32
90	0	3040	1104	64	32
593	14	941	1105	28	28
584	13	624	1120	32	64
637	17	2075	1124	16	32
639	17	1822	1126	16	32
634	17	2334	1126	16	32
632	17	2588	1128	16	32
631	17	2718	1128	16	32
630	17	2975	1130	16	32
